TransactionId,UserId,VisitYear,VisitMonth,VisitModeId,AttractionId,Rating,VisitDate
635,35966,2019,12,4,640,4.0,2019-12-01
637,43752,2019,12,3,640,4.0,2019-12-01
638,25167,2019,12,3,640,5.0,2019-12-01
640,17509,2019,12,4,640,5.0,2019-12-01
641,12493,2019,12,2,640,4.0,2019-12-01
642,50006,2019,2,3,640,5.0,2019-02-01
645,59886,2019,11,4,640,4.0,2019-11-01
648,88096,2019,12,2,640,5.0,2019-12-01
650,86495,2019,11,4,640,5.0,2019-11-01
651,71335,2019,10,4,640,5.0,2019-10-01
652,43469,2019,12,2,640,4.0,2019-12-01
653,62902,2019,9,2,640,5.0,2019-09-01
655,842,2019,11,2,640,4.0,2019-11-01
656,79806,2019,11,2,640,5.0,2019-11-01
659,79106,2019,11,2,640,5.0,2019-11-01
662,40004,2019,8,2,640,5.0,2019-08-01
663,38965,2019,11,2,640,4.0,2019-11-01
664,57241,2019,11,2,640,4.0,2019-11-01
665,83593,2019,11,5,640,4.0,2019-11-01
670,51833,2019,11,2,640,4.0,2019-11-01
674,45575,2019,10,2,640,5.0,2019-10-01
676,83403,2019,11,4,640,3.0,2019-11-01
678,21800,2019,11,2,640,5.0,2019-11-01
679,40371,2019,11,2,640,5.0,2019-11-01
680,33602,2019,11,2,640,5.0,2019-11-01
683,80509,2019,11,3,640,5.0,2019-11-01
687,21032,2019,11,2,640,5.0,2019-11-01
688,43991,2019,11,4,640,5.0,2019-11-01
690,20101,2019,11,2,640,5.0,2019-11-01
692,21002,2019,11,5,640,4.0,2019-11-01
695,66976,2019,11,4,640,5.0,2019-11-01
696,28784,2019,11,3,640,5.0,2019-11-01
698,42092,2019,11,4,640,5.0,2019-11-01
706,47891,2019,10,4,640,5.0,2019-10-01
707,53973,2019,11,2,640,4.0,2019-11-01
711,75059,2019,11,2,640,5.0,2019-11-01
715,20317,2019,11,2,640,5.0,2019-11-01
716,76909,2019,11,2,640,5.0,2019-11-01
721,86520,2019,11,3,640,4.0,2019-11-01
724,69256,2019,8,3,640,4.0,2019-08-01
726,43343,2019,11,4,640,5.0,2019-11-01
727,36630,2019,11,3,640,5.0,2019-11-01
728,46043,2019,11,4,640,5.0,2019-11-01
732,85645,2019,11,2,640,5.0,2019-11-01
734,6578,2019,11,4,640,5.0,2019-11-01
735,59262,2019,11,2,640,4.0,2019-11-01
737,2322,2019,11,4,640,4.0,2019-11-01
739,59472,2019,11,4,640,3.0,2019-11-01
743,22780,2019,11,4,640,5.0,2019-11-01
744,86490,2019,11,2,640,4.0,2019-11-01
746,33842,2019,11,2,640,5.0,2019-11-01
748,38379,2019,11,2,640,4.0,2019-11-01
750,48560,2019,11,4,640,4.0,2019-11-01
751,77923,2019,10,3,640,1.0,2019-10-01
752,38836,2019,11,2,640,4.0,2019-11-01
754,38110,2019,11,2,640,5.0,2019-11-01
755,15549,2019,11,4,640,5.0,2019-11-01
757,36219,2019,11,2,640,5.0,2019-11-01
758,14472,2019,11,4,640,5.0,2019-11-01
759,28964,2019,11,3,640,3.0,2019-11-01
760,23832,2019,11,4,640,4.0,2019-11-01
761,38620,2019,11,2,640,5.0,2019-11-01
766,39924,2019,11,4,640,5.0,2019-11-01
767,58141,2019,10,2,640,5.0,2019-10-01
769,77358,2019,11,2,640,4.0,2019-11-01
770,54424,2019,11,2,640,5.0,2019-11-01
771,27001,2019,10,5,640,4.0,2019-10-01
772,20211,2019,11,4,640,5.0,2019-11-01
777,2449,2019,11,2,640,4.0,2019-11-01
780,56064,2019,11,4,640,5.0,2019-11-01
782,18783,2019,11,2,640,3.0,2019-11-01
785,46208,2019,11,2,640,4.0,2019-11-01
787,41136,2019,11,2,640,5.0,2019-11-01
788,70751,2019,11,2,640,4.0,2019-11-01
792,86510,2019,11,2,640,4.0,2019-11-01
793,46093,2019,11,2,640,5.0,2019-11-01
795,73421,2019,11,5,640,4.0,2019-11-01
797,21907,2019,10,5,640,5.0,2019-10-01
802,54148,2019,2,3,640,5.0,2019-02-01
806,26141,2019,11,2,640,5.0,2019-11-01
813,70273,2019,11,2,640,5.0,2019-11-01
814,63138,2019,10,2,640,5.0,2019-10-01
815,57016,2019,11,2,640,5.0,2019-11-01
816,9624,2019,11,2,640,5.0,2019-11-01
819,10723,2019,11,2,640,5.0,2019-11-01
824,86375,2019,10,4,640,5.0,2019-10-01
825,34781,2019,10,2,640,5.0,2019-10-01
826,83171,2019,10,4,640,5.0,2019-10-01
829,64335,2019,10,2,640,4.0,2019-10-01
830,73509,2019,10,4,640,4.0,2019-10-01
832,85910,2019,10,2,640,3.0,2019-10-01
834,9694,2019,10,3,640,5.0,2019-10-01
835,28545,2019,10,2,640,4.0,2019-10-01
837,36962,2019,10,2,640,5.0,2019-10-01
838,82189,2019,10,2,640,5.0,2019-10-01
839,66378,2019,10,2,640,5.0,2019-10-01
840,29051,2019,10,2,640,4.0,2019-10-01
846,35119,2019,10,2,640,2.0,2019-10-01
847,65681,2019,10,4,640,3.0,2019-10-01
849,49821,2019,10,2,640,5.0,2019-10-01
850,10389,2019,9,2,640,4.0,2019-09-01
851,7246,2019,9,4,640,5.0,2019-09-01
853,61195,2019,10,3,640,5.0,2019-10-01
854,88085,2019,10,2,640,2.0,2019-10-01
858,9956,2019,10,4,640,5.0,2019-10-01
860,24782,2019,10,2,640,5.0,2019-10-01
865,58334,2019,10,2,640,5.0,2019-10-01
870,6032,2019,10,2,640,5.0,2019-10-01
872,11927,2019,10,4,640,3.0,2019-10-01
874,40692,2019,10,2,640,5.0,2019-10-01
878,8302,2019,10,4,640,4.0,2019-10-01
880,71914,2019,10,2,640,4.0,2019-10-01
883,51251,2019,10,3,640,3.0,2019-10-01
884,17352,2019,10,3,640,4.0,2019-10-01
886,43865,2019,10,2,640,4.0,2019-10-01
887,60790,2019,10,2,640,4.0,2019-10-01
889,56045,2019,10,2,640,5.0,2019-10-01
890,65680,2019,9,3,640,2.0,2019-09-01
893,37087,2019,10,2,640,4.0,2019-10-01
894,49782,2019,10,2,640,4.0,2019-10-01
895,13579,2019,10,5,640,5.0,2019-10-01
896,2108,2019,10,5,640,4.0,2019-10-01
900,9406,2019,10,3,640,4.0,2019-10-01
902,71386,2019,10,2,640,5.0,2019-10-01
903,14379,2019,10,3,640,4.0,2019-10-01
904,71725,2019,10,4,640,5.0,2019-10-01
905,71189,2019,10,2,640,5.0,2019-10-01
907,20413,2019,10,2,640,5.0,2019-10-01
908,28978,2019,10,5,640,4.0,2019-10-01
910,53872,2019,10,2,640,5.0,2019-10-01
911,75539,2019,10,4,640,5.0,2019-10-01
914,84262,2019,10,4,640,5.0,2019-10-01
917,69566,2019,10,3,640,4.0,2019-10-01
918,4217,2019,10,2,640,4.0,2019-10-01
919,26333,2019,10,5,640,5.0,2019-10-01
921,67211,2019,10,2,640,5.0,2019-10-01
922,80948,2019,10,3,640,4.0,2019-10-01
923,5716,2019,10,2,640,5.0,2019-10-01
926,66941,2019,10,2,640,5.0,2019-10-01
929,40884,2019,10,4,640,4.0,2019-10-01
930,10654,2019,10,3,640,4.0,2019-10-01
931,22737,2019,10,2,640,5.0,2019-10-01
933,38667,2019,10,2,640,5.0,2019-10-01
934,59662,2019,10,4,640,5.0,2019-10-01
935,29058,2019,10,2,640,1.0,2019-10-01
936,60526,2019,10,2,640,3.0,2019-10-01
939,8950,2019,10,2,640,5.0,2019-10-01
941,49649,2019,10,3,640,5.0,2019-10-01
942,77383,2019,10,3,640,5.0,2019-10-01
943,14126,2019,10,5,640,3.0,2019-10-01
947,58656,2019,10,4,640,5.0,2019-10-01
949,16491,2019,10,2,640,1.0,2019-10-01
950,31295,2019,10,2,640,3.0,2019-10-01
951,11384,2019,10,3,640,5.0,2019-10-01
953,57986,2019,10,4,640,5.0,2019-10-01
956,70516,2019,10,4,640,4.0,2019-10-01
963,49083,2019,10,4,640,5.0,2019-10-01
964,21736,2019,10,3,640,5.0,2019-10-01
966,22247,2019,8,4,640,4.0,2019-08-01
969,87304,2019,9,2,640,4.0,2019-09-01
970,79692,2019,10,2,640,3.0,2019-10-01
973,83606,2019,9,2,640,4.0,2019-09-01
974,73172,2019,10,2,640,5.0,2019-10-01
979,3832,2019,10,4,640,4.0,2019-10-01
982,41256,2019,10,2,640,5.0,2019-10-01
985,4804,2019,10,2,640,5.0,2019-10-01
989,4428,2019,9,3,640,4.0,2019-09-01
990,36927,2019,10,2,640,3.0,2019-10-01
993,82987,2019,10,2,640,5.0,2019-10-01
998,47578,2019,10,5,640,5.0,2019-10-01
1000,72453,2019,10,5,640,5.0,2019-10-01
1003,58233,2019,10,5,640,3.0,2019-10-01
1005,36818,2019,10,4,640,4.0,2019-10-01
1006,44851,2019,9,2,640,4.0,2019-09-01
1008,65965,2019,10,2,640,5.0,2019-10-01
1011,42866,2019,8,2,640,3.0,2019-08-01
1012,42699,2019,10,2,640,3.0,2019-10-01
1013,7203,2019,10,2,640,4.0,2019-10-01
1015,52708,2019,9,2,640,4.0,2019-09-01
1016,63259,2019,10,2,640,5.0,2019-10-01
1021,40176,2019,10,2,640,4.0,2019-10-01
1022,18444,2019,10,2,640,5.0,2019-10-01
1023,28072,2019,9,2,640,5.0,2019-09-01
1025,84861,2018,11,4,640,4.0,2018-11-01
1029,56772,2019,10,2,640,5.0,2019-10-01
1030,24984,2019,9,2,640,5.0,2019-09-01
1032,57915,2019,10,5,640,5.0,2019-10-01
1033,67364,2019,9,3,640,5.0,2019-09-01
1037,61692,2019,10,5,640,5.0,2019-10-01
1038,40702,2019,10,2,640,5.0,2019-10-01
1041,69921,2019,9,2,640,5.0,2019-09-01
1042,34075,2019,9,2,640,5.0,2019-09-01
1043,70749,2019,9,5,640,5.0,2019-09-01
1046,69213,2019,9,2,640,3.0,2019-09-01
1047,42847,2019,9,2,640,3.0,2019-09-01
1048,55877,2019,9,2,640,5.0,2019-09-01
1049,10530,2019,9,4,640,5.0,2019-09-01
1050,85786,2019,9,3,640,3.0,2019-09-01
1051,37950,2019,9,2,640,5.0,2019-09-01
1052,8425,2019,9,2,640,5.0,2019-09-01
1054,85609,2019,9,3,640,4.0,2019-09-01
1055,67329,2019,9,2,640,5.0,2019-09-01
1056,73551,2019,9,3,640,4.0,2019-09-01
1058,43829,2019,9,2,640,4.0,2019-09-01
1059,79132,2019,9,2,640,5.0,2019-09-01
1060,10563,2019,9,5,640,5.0,2019-09-01
1061,17831,2019,9,4,640,5.0,2019-09-01
1062,78418,2019,9,2,640,5.0,2019-09-01
1069,64450,2019,9,3,640,5.0,2019-09-01
1071,62605,2019,9,5,640,3.0,2019-09-01
1073,13403,2019,9,2,640,5.0,2019-09-01
1074,17496,2019,9,2,640,5.0,2019-09-01
1075,52020,2019,9,2,640,5.0,2019-09-01
1076,74930,2019,9,4,640,5.0,2019-09-01
1079,38489,2019,9,2,640,4.0,2019-09-01
1080,76788,2019,9,2,640,4.0,2019-09-01
1082,13737,2019,9,2,640,3.0,2019-09-01
1084,51768,2019,9,2,640,4.0,2019-09-01
1085,63748,2019,9,3,640,4.0,2019-09-01
1088,27005,2019,9,2,640,5.0,2019-09-01
1093,54937,2019,4,2,640,5.0,2019-04-01
1095,60162,2019,9,2,640,4.0,2019-09-01
1097,6742,2019,9,2,640,5.0,2019-09-01
1100,35305,2019,9,2,640,5.0,2019-09-01
1101,86362,2019,9,2,640,5.0,2019-09-01
1102,40403,2019,9,2,640,5.0,2019-09-01
1103,72153,2019,9,3,640,5.0,2019-09-01
1110,28619,2019,9,2,640,5.0,2019-09-01
1112,56338,2019,9,2,640,5.0,2019-09-01
1116,13488,2019,9,2,640,5.0,2019-09-01
1118,6384,2019,9,2,640,5.0,2019-09-01
1119,46497,2019,9,2,640,5.0,2019-09-01
1120,36596,2019,9,3,640,4.0,2019-09-01
1127,60491,2019,9,5,640,5.0,2019-09-01
1129,45981,2019,9,2,640,5.0,2019-09-01
1130,77099,2019,9,3,640,4.0,2019-09-01
1131,63124,2019,9,2,640,3.0,2019-09-01
1132,44141,2019,9,4,640,5.0,2019-09-01
1135,65810,2019,9,2,640,5.0,2019-09-01
1136,68578,2019,9,3,640,4.0,2019-09-01
1139,69085,2019,9,4,640,5.0,2019-09-01
1140,86747,2019,9,2,640,5.0,2019-09-01
1141,58004,2019,9,2,640,3.0,2019-09-01
1142,15335,2019,9,2,640,4.0,2019-09-01
1143,2893,2019,9,3,640,5.0,2019-09-01
1145,49656,2019,9,2,640,4.0,2019-09-01
1147,49920,2019,9,2,640,5.0,2019-09-01
1149,3655,2019,9,2,640,5.0,2019-09-01
1151,46918,2019,9,2,640,4.0,2019-09-01
1152,14468,2019,9,5,640,5.0,2019-09-01
1153,5300,2019,9,2,640,3.0,2019-09-01
1155,78022,2019,9,3,640,4.0,2019-09-01
1156,59527,2019,9,4,640,4.0,2019-09-01
1158,64321,2019,9,2,640,5.0,2019-09-01
1159,12949,2019,9,3,640,4.0,2019-09-01
1162,54243,2019,9,2,640,3.0,2019-09-01
1163,56369,2019,9,2,640,5.0,2019-09-01
1166,66690,2019,9,2,640,5.0,2019-09-01
1167,2928,2019,9,2,640,4.0,2019-09-01
1168,70854,2019,9,2,640,4.0,2019-09-01
1169,24059,2019,9,4,640,5.0,2019-09-01
