UserId,ContinentId,RegionId,CountryId,CityId
620,4,15,109,4756.0
621,3,12,79,2517.0
625,4,16,115,5488.0
627,3,13,93,2690.0
630,4,15,109,4630.0
633,5,21,158,7195.0
636,4,15,109,535.0
637,2,8,51,848.0
638,4,15,109,5267.0
640,3,13,97,2976.0
646,5,21,163,426.0
648,5,21,163,426.0
649,4,15,109,4606.0
652,2,8,48,554.0
655,4,15,109,4940.0
656,3,14,101,3013.0
657,3,14,103,3342.0
659,3,14,106,3551.0
664,4,15,109,5267.0
667,2,8,51,1716.0
669,2,8,48,554.0
678,3,12,86,2564.0
679,4,15,109,3849.0
683,3,14,101,3098.0
688,5,19,141,6416.0
689,3,14,106,3551.0
690,4,15,109,5399.0
691,4,15,109,1623.0
694,4,15,109,5045.0
697,3,11,69,2282.0
698,3,14,103,3380.0
706,3,14,101,3226.0
708,3,14,101,3285.0
716,3,14,103,3354.0
718,3,14,101,3106.0
720,4,15,109,1434.0
724,2,8,51,965.0
726,4,16,115,5671.0
727,3,11,69,2282.0
728,5,21,163,8166.0
733,4,16,115,390.0
736,3,14,101,3013.0
739,4,15,109,3915.0
740,2,8,48,545.0
741,5,17,123,5782.0
742,5,21,163,1346.0
743,4,15,109,1434.0
745,1,4,22,107.0
746,3,14,101,3140.0
747,3,13,93,2910.0
748,3,13,91,2648.0
750,5,17,131,6129.0
752,5,21,163,8051.0
753,3,14,101,3071.0
759,5,20,155,7020.0
761,5,21,163,426.0
762,3,11,73,2428.0
766,4,15,109,4940.0
767,3,14,103,3354.0
768,4,15,109,3687.0
770,3,12,81,2537.0
773,4,15,109,1434.0
775,1,4,22,136.0
776,2,8,48,383.0
778,4,15,109,3794.0
780,5,21,163,9084.0
781,4,15,109,4151.0
782,2,8,48,402.0
793,2,8,51,858.0
799,4,15,109,1434.0
800,5,19,143,6559.0
804,4,15,109,3981.0
807,4,15,109,1434.0
810,5,21,163,743.0
812,2,8,51,1804.0
817,5,21,163,8945.0
823,3,14,106,3551.0
824,5,21,163,9116.0
830,4,15,109,5180.0
835,2,8,48,365.0
839,3,13,94,2932.0
841,4,15,109,1434.0
842,2,8,51,698.0
843,5,21,163,426.0
844,5,21,163,8909.0
845,4,15,109,3915.0
849,3,14,101,3236.0
850,4,15,109,5267.0
851,4,15,109,1434.0
857,5,21,160,7611.0
858,3,14,101,3013.0
864,5,21,163,999.0
865,2,8,51,1156.0
868,4,15,109,4940.0
870,4,15,109,3687.0
873,4,15,109,4715.0
874,2,8,48,554.0
877,4,15,109,4940.0
878,4,15,109,4545.0
880,4,16,115,5596.0
882,5,19,141,6484.0
885,3,14,101,3297.0
886,4,15,109,1434.0
888,5,19,142,6512.0
891,3,13,93,2730.0
894,3,13,95,2938.0
898,2,8,51,2012.0
905,4,15,109,1434.0
907,3,14,106,3551.0
908,5,21,159,7474.0
918,3,14,100,2999.0
919,2,8,51,676.0
920,4,15,109,4940.0
922,4,15,109,4506.0
927,4,16,115,5488.0
930,3,11,69,2282.0
933,3,12,84,2550.0
940,2,8,51,2062.0
941,3,11,71,2344.0
942,5,21,163,426.0
945,5,21,158,7214.0
950,2,8,48,554.0
954,3,14,101,3098.0
956,4,16,115,5506.0
960,1,4,22,202.0
961,4,15,109,5021.0
962,4,15,109,4816.0
966,3,14,100,2999.0
970,4,15,109,5433.0
974,4,15,109,5081.0
978,4,15,109,3973.0
979,3,14,103,238.0
980,4,15,109,1434.0
981,5,19,144,6583.0
989,4,15,109,4940.0
990,4,15,109,3687.0
993,4,15,109,1434.0
995,4,15,109,4196.0
999,4,15,109,26.0
1000,4,15,109,5180.0
1002,5,21,163,426.0
1009,2,8,48,335.0
1011,3,13,93,2730.0
1018,2,8,48,462.0
1030,3,14,101,3013.0
1033,4,15,109,1434.0
1035,5,17,125,5954.0
1037,5,21,163,8048.0
1041,4,15,109,535.0
1044,5,21,160,7595.0
1048,4,15,109,3687.0
1059,2,8,48,554.0
1060,2,8,51,1798.0
1061,5,21,159,7494.0
1062,5,17,130,6117.0
1064,5,17,135,6318.0
1065,4,15,109,5399.0
1068,2,8,48,338.0
1074,5,21,163,8281.0
1079,4,15,109,4836.0
1083,4,15,109,535.0
1086,5,21,162,7875.0
1088,5,21,163,8221.0
1089,4,15,109,3724.0
1094,2,8,48,339.0
1095,5,21,159,7494.0
1097,4,15,109,535.0
1099,4,15,109,5368.0
1101,4,15,109,4940.0
1102,3,14,106,3551.0
1103,4,15,109,3750.0
1105,4,16,115,5651.0
1107,4,15,109,4019.0
1114,2,8,50,611.0
1115,5,17,121,2043.0
1116,3,12,82,2544.0
1117,4,15,109,4940.0
1119,5,20,157,7112.0
1122,4,15,109,4623.0
1124,4,16,115,5488.0
1127,5,20,150,692.0
1132,2,8,51,819.0
1137,4,15,109,4756.0
1148,4,15,109,4940.0
1150,2,8,51,1806.0
1151,3,14,101,3225.0
1152,4,15,109,4940.0
1157,4,15,109,3969.0
1161,3,13,93,2682.0
1163,4,15,109,4940.0
1169,5,17,133,6163.0
1170,5,21,163,1396.0
1171,5,17,125,5954.0
1175,2,8,51,1159.0
1180,4,15,109,3986.0
1188,4,15,109,535.0
1190,3,12,86,2564.0
1196,4,15,109,3915.0
1202,3,13,97,2956.0
1205,5,19,144,6609.0
1206,3,13,93,2819.0
1208,2,8,51,1376.0
1210,5,21,159,7466.0
1212,4,15,109,535.0
1214,5,17,135,6245.0
1215,3,12,88,2604.0
1216,4,15,109,1434.0
1218,5,20,155,7009.0
1219,5,20,150,6759.0
1221,4,15,109,161.0
1222,5,20,150,6786.0
1226,3,14,106,3551.0
1228,3,12,89,2623.0
1231,4,15,109,4376.0
1232,4,15,109,4940.0
1237,3,14,101,3140.0
1240,3,14,103,3354.0
1244,3,14,105,3474.0
1245,3,11,69,2282.0
1249,4,16,115,5598.0
1252,4,15,109,5024.0
1255,5,21,163,8227.0
1257,4,15,109,1434.0
1258,5,21,158,7214.0
1265,4,15,109,4940.0
1269,4,15,109,535.0
1271,4,15,109,4065.0
1274,4,15,109,5066.0
1275,4,15,109,4940.0
1278,5,21,163,8258.0
1280,5,17,131,6129.0
1281,3,14,99,2994.0
1283,4,15,109,4893.0
1286,4,15,109,4159.0
1287,5,21,163,8515.0
1288,5,21,163,9002.0
1291,5,21,163,8392.0
1292,4,16,115,5671.0
1293,3,14,101,3098.0
1296,4,15,109,5272.0
1299,5,20,150,6768.0
1301,5,21,163,426.0
1307,4,15,109,4568.0
1310,5,19,141,6424.0
1316,5,21,162,667.0
1318,4,15,109,4940.0
1319,3,14,106,3551.0
1320,5,21,163,8525.0
1328,5,21,163,8321.0
1329,4,15,109,4940.0
1331,4,15,109,535.0
1332,5,20,157,7041.0
1333,5,19,141,6464.0
1334,5,21,162,7833.0
1335,3,14,101,3098.0
1341,4,15,109,3915.0
1342,3,14,101,3285.0
1343,2,8,51,1525.0
1345,4,15,109,5368.0
1346,5,21,163,9083.0
1356,5,21,163,9127.0
1358,4,15,109,3931.0
1359,4,15,109,1434.0
1362,5,19,141,6418.0
1364,4,15,109,4940.0
1366,4,15,109,4616.0
1367,5,19,142,6512.0
1368,5,21,163,1396.0
1373,4,15,109,4940.0
1374,2,8,51,1831.0
1375,5,21,163,7918.0
1377,4,15,109,3828.0
1384,5,21,163,8619.0
1387,2,8,51,496.0
1391,4,15,109,535.0
1396,4,15,109,535.0
1398,2,8,51,1500.0
1401,4,15,109,3982.0
1403,3,14,105,1399.0
1406,2,8,51,1376.0
1407,5,21,163,426.0
1410,2,8,48,554.0
1416,5,17,128,6066.0
1418,4,15,109,4940.0
1420,3,12,81,2538.0
1423,3,14,101,3112.0
1428,2,8,51,1795.0
1433,4,15,109,161.0
1436,3,14,103,3354.0
1440,5,21,163,8702.0
1441,2,8,51,1656.0
1445,5,21,163,8699.0
1446,5,17,124,5802.0
1448,4,16,115,5606.0
1451,4,15,109,4940.0
1452,3,14,105,3474.0
1453,4,16,115,5610.0
1456,4,15,109,4395.0
1459,3,13,93,2819.0
1460,5,21,163,1011.0
1471,3,14,103,3367.0
1473,4,15,109,4559.0
1474,2,8,51,1804.0
1478,4,16,115,5671.0
1482,3,14,101,3098.0
1485,2,8,51,2020.0
1486,4,15,109,1434.0
1492,2,8,48,477.0
1493,4,15,109,4940.0
1495,4,15,109,4940.0
1497,4,15,109,5187.0
1501,4,15,109,4940.0
1505,3,14,106,3551.0
1508,2,8,48,554.0
1509,4,15,109,3973.0
1511,3,12,88,2604.0
1512,5,21,163,426.0
1521,5,17,125,5885.0
1524,3,12,82,1336.0
1526,5,17,133,6181.0
1529,3,11,69,2282.0
1531,4,16,115,5598.0
1533,4,15,109,1434.0
1535,5,21,163,1556.0
1536,4,15,109,3915.0
1537,4,15,109,5374.0
1538,3,13,93,2706.0
1539,4,15,109,4637.0
1540,4,15,109,535.0
1545,5,19,142,6512.0
1548,2,8,51,2143.0
1555,3,14,101,3098.0
1558,5,17,125,1147.0
1561,4,15,109,535.0
1564,5,18,139,1497.0
1568,4,15,109,1434.0
1572,3,14,106,3551.0
1573,5,21,163,1396.0
1578,2,8,51,1847.0
1583,4,15,109,4328.0
1586,5,21,162,7687.0
1587,5,17,134,6200.0
1588,4,15,109,4742.0
1589,4,15,109,898.0
1590,4,15,109,4836.0
1594,4,15,109,3684.0
1595,2,9,54,2196.0
1599,4,15,109,1434.0
1608,3,13,91,2645.0
1609,4,15,109,4966.0
1620,2,8,51,394.0
1623,2,8,51,1023.0
1625,3,14,101,3098.0
1634,3,14,103,3315.0
1636,3,14,101,3029.0
1638,4,15,109,545.0
1639,4,15,109,4940.0
1645,5,17,133,6170.0
1646,5,21,159,7494.0
1647,5,21,163,426.0
1649,4,15,109,535.0
1659,5,17,125,5954.0
1661,4,15,109,5170.0
1664,4,16,115,5487.0
1665,4,15,109,3915.0
1666,5,21,163,8726.0
1667,4,15,109,4940.0
1672,3,14,106,3551.0
1676,4,15,109,4303.0
1678,4,15,109,4495.0
1684,5,20,148,6740.0
1689,3,12,86,2564.0
1692,4,15,109,1434.0
1697,3,14,106,3551.0
1698,3,12,89,2623.0
1700,5,21,163,5097.0
1701,5,17,134,6192.0
1702,4,15,109,5416.0
1707,5,20,150,6753.0
1709,3,14,99,2996.0
1710,5,21,163,1396.0
1711,3,13,93,2835.0
1713,5,21,163,426.0
1715,4,15,109,4303.0
1720,4,15,109,5162.0
1723,4,15,109,535.0
1724,4,15,109,1434.0
1725,4,15,109,3981.0
1728,5,21,162,7748.0
1729,3,14,108,3667.0
1737,2,8,48,402.0
1738,4,15,109,1434.0
1747,3,14,106,3551.0
1748,4,15,109,535.0
1754,4,15,109,3687.0
1755,3,13,97,2956.0
1757,4,15,109,3687.0
1760,3,13,93,2665.0
1763,5,21,162,7727.0
1766,2,8,51,845.0
1771,3,12,80,2535.0
1780,4,15,109,3973.0
1792,4,15,109,535.0
1798,3,14,101,3098.0
1803,4,15,109,1434.0
1810,3,12,86,2564.0
1813,5,19,142,6548.0
1817,5,21,163,8893.0
1826,4,15,109,4615.0
1827,5,21,163,426.0
1829,4,15,109,4303.0
1830,3,14,103,3380.0
1833,4,15,109,161.0
1835,5,17,134,6191.0
1839,3,12,89,2623.0
1842,4,15,109,1434.0
1844,5,21,162,7635.0
1845,4,15,109,5267.0
1847,5,19,144,6603.0
1850,5,20,155,7009.0
1853,3,14,101,3260.0
1867,4,15,109,1434.0
1869,4,16,115,5639.0
1871,4,15,109,5011.0
1873,5,17,130,6117.0
1878,4,15,109,1434.0
1879,4,16,115,1546.0
1886,5,21,163,8023.0
1888,4,15,109,5267.0
1889,4,15,109,26.0
1891,5,19,143,6558.0
1896,4,15,109,3687.0
1898,5,21,159,7546.0
1900,4,15,109,4303.0
1905,4,15,109,4940.0
1909,5,21,159,7494.0
1914,5,17,125,5824.0
1917,5,21,163,7994.0
1920,4,15,109,5011.0
1921,5,21,163,426.0
1928,4,15,109,5118.0
1929,1,3,14,50.0
1932,5,20,157,7169.0
1936,3,14,101,3013.0
1940,3,14,101,3013.0
1941,4,16,115,4956.0
1943,2,8,48,554.0
1945,5,18,138,6345.0
1948,4,15,109,4605.0
1952,5,17,128,6073.0
1953,3,13,93,2898.0
1962,4,15,109,3687.0
1963,4,15,109,4940.0
1965,4,15,109,535.0
1968,3,14,101,3013.0
1972,3,13,93,2665.0
1976,5,21,163,426.0
1986,2,8,51,1376.0
1989,5,21,163,7919.0
1992,2,8,51,1264.0
1999,4,15,109,4940.0
2002,5,21,163,8367.0
2003,4,15,109,4940.0
2011,5,20,157,7110.0
2012,4,15,109,3915.0
2013,4,15,109,5100.0
2014,5,21,159,7512.0
2016,5,21,163,8576.0
2017,5,17,125,5824.0
2022,5,21,163,426.0
2024,5,21,162,7677.0
2028,4,15,109,1434.0
2029,4,15,109,4726.0
2032,4,15,109,4595.0
2033,5,20,151,6793.0
2035,4,15,109,1434.0
2039,5,21,163,426.0
2041,3,14,106,3551.0
2046,2,8,48,554.0
2047,4,15,109,4768.0
2049,5,17,125,6005.0
2054,4,16,115,5539.0
2055,5,21,163,426.0
2056,3,14,106,3551.0
2061,4,15,109,1434.0
2063,2,8,51,2064.0
2066,2,8,48,26.0
2069,5,21,160,968.0
2071,5,19,145,6701.0
2074,5,17,125,5861.0
2082,3,11,69,2282.0
2086,4,15,109,3687.0
2089,4,15,109,4940.0
2094,2,8,51,1354.0
2097,3,12,89,2623.0
2102,5,21,163,426.0
2105,3,14,106,3551.0
2107,4,15,109,4616.0
2108,5,21,163,4121.0
2110,3,11,71,2333.0
2113,3,14,101,3267.0
2116,5,20,157,7183.0
2118,5,21,163,9009.0
2119,4,16,115,178.0
2121,4,16,115,5586.0
2125,5,19,145,6668.0
2126,4,15,109,5449.0
2129,2,8,51,859.0
2130,2,8,51,1058.0
2131,4,15,109,535.0
2138,4,15,109,3915.0
2139,3,14,101,3225.0
2149,5,21,159,7364.0
2155,5,17,134,6193.0
2157,5,21,162,7899.0
2158,4,15,109,935.0
2159,4,15,109,535.0
2163,5,17,125,5928.0
2171,3,13,93,2819.0
2179,2,8,48,335.0
2184,1,3,14,62.0
2197,5,17,123,5760.0
2198,4,15,109,5335.0
2199,2,8,48,571.0
2206,5,17,134,6200.0
2210,4,15,109,2595.0
2212,4,15,109,4940.0
2218,4,16,115,5671.0
2221,3,14,106,3551.0
2223,4,15,109,5348.0
2227,3,14,103,3385.0
2228,4,15,109,3915.0
2236,4,15,109,3915.0
2237,5,21,163,4575.0
2240,5,17,130,6117.0
2243,5,19,144,6622.0
2250,5,21,160,7583.0
2251,5,21,163,426.0
2252,4,15,109,1434.0
2253,4,15,109,3915.0
2256,4,15,109,1434.0
2259,5,21,163,8687.0
2263,5,21,163,9111.0
2264,3,12,89,2623.0
2267,5,21,163,9119.0
2268,4,15,109,4262.0
2273,4,15,109,4062.0
2277,4,16,115,5487.0
2279,2,8,51,765.0
2281,4,15,109,3802.0
2283,5,21,159,7494.0
2289,4,15,109,4945.0
2294,5,21,163,426.0
2298,3,13,94,2934.0
2303,5,19,142,6529.0
2304,4,15,109,3687.0
2307,4,15,109,4303.0
2308,2,8,51,929.0
2309,3,14,101,3098.0
2317,4,15,109,1434.0
2318,5,20,155,7009.0
2322,5,20,150,6778.0
2324,3,13,93,2887.0
2326,3,14,101,3098.0
2331,4,15,109,535.0
2336,4,15,109,3687.0
2338,2,8,51,2024.0
2339,4,15,109,1434.0
2347,5,21,159,7364.0
2356,3,14,101,3260.0
2357,4,16,115,5572.0
2358,5,17,131,6129.0
2373,3,14,101,3095.0
2374,5,21,163,8513.0
2377,2,8,51,554.0
2379,4,15,109,161.0
2382,5,17,126,6039.0
2384,5,21,163,8880.0
2387,4,15,109,1434.0
2389,5,17,125,6009.0
2390,4,16,115,5642.0
2393,2,8,51,1195.0
2395,4,15,109,3681.0
2401,2,8,51,279.0
2405,5,21,162,7858.0
2406,4,16,115,5512.0
2414,2,8,48,311.0
2418,3,12,89,2623.0
2422,4,15,109,3976.0
2424,4,15,109,4836.0
2425,4,15,109,4561.0
2435,5,17,134,6199.0
2436,3,14,106,3551.0
2438,3,13,93,2819.0
2448,3,11,69,2266.0
2449,5,17,130,6117.0
2463,4,15,109,3696.0
2476,5,21,163,8025.0
2478,1,3,14,52.0
2480,4,15,109,535.0
2481,3,14,106,3551.0
2482,2,8,51,1327.0
2485,3,14,103,3354.0
2487,4,15,109,5013.0
2489,4,15,109,3915.0
2491,5,21,162,7803.0
2493,3,14,106,3551.0
2494,4,15,109,4896.0
2498,4,15,109,1434.0
2500,2,8,51,1222.0
2503,4,15,109,535.0
2507,4,15,109,3687.0
2510,2,8,51,1872.0
2511,5,21,163,4384.0
2512,2,8,51,1258.0
2517,3,14,103,3354.0
2518,3,14,101,3098.0
2519,5,21,159,7494.0
2526,2,8,51,2064.0
2532,5,21,160,968.0
2535,5,17,135,6216.0
2538,3,14,101,3285.0
2542,3,14,101,3013.0
2543,4,15,109,1434.0
2547,1,2,9,33.0
2552,2,8,51,1713.0
2553,3,14,103,3354.0
2565,3,14,103,3354.0
2569,4,15,109,3687.0
2570,5,21,162,7649.0
2573,5,19,145,6682.0
2579,3,13,93,2835.0
2580,3,14,101,3017.0
2584,2,8,48,445.0
2585,2,8,48,409.0
2586,5,21,158,7195.0
2589,3,14,106,3547.0
2595,2,8,51,1806.0
2598,1,4,22,107.0
2603,4,15,109,532.0
2604,2,8,51,1300.0
2607,2,8,51,1806.0
2609,3,13,90,2641.0
2613,5,21,163,8224.0
2615,4,15,109,1434.0
2616,2,8,51,1513.0
2618,3,14,107,3567.0
2621,5,20,151,6794.0
2623,2,8,51,1674.0
2624,5,19,144,6609.0
2626,2,8,51,394.0
2634,2,8,48,545.0
2636,1,4,22,106.0
2637,5,21,163,8652.0
2639,3,13,93,2819.0
2642,2,8,51,1517.0
2644,4,15,109,4581.0
2646,2,8,51,1376.0
2648,3,14,101,3114.0
2650,2,8,51,2025.0
2658,2,8,51,279.0
2666,2,8,48,242.0
2667,5,21,163,426.0
2674,3,12,84,2550.0
2675,4,15,109,4940.0
2677,2,8,51,838.0
2678,4,15,109,5368.0
2685,3,12,89,2623.0
2688,2,8,48,511.0
2689,3,12,89,2617.0
2691,5,21,163,8052.0
2692,3,14,105,3485.0
2694,3,13,93,2762.0
2698,3,14,107,3614.0
2699,3,14,101,3229.0
2700,4,15,109,4940.0
2705,3,12,87,2575.0
2707,3,14,101,3156.0
2713,5,17,123,5782.0
2718,3,13,93,2706.0
2721,2,8,51,1122.0
2722,3,12,164,9142.0
2723,5,21,162,7833.0
2725,3,12,89,2623.0
2726,5,17,125,5861.0
2733,4,15,109,1434.0
2734,4,15,109,5178.0
2741,3,14,101,3285.0
2745,3,11,69,2294.0
2749,5,21,163,9037.0
2751,3,13,91,2645.0
2753,3,13,93,2748.0
2756,4,15,109,3915.0
2761,5,21,163,8137.0
2764,5,21,158,7214.0
2776,5,21,163,8966.0
2779,2,8,51,859.0
2784,5,21,163,743.0
2787,4,15,109,3973.0
2790,1,3,15,66.0
2794,4,15,109,3915.0
2797,3,12,75,2478.0
2800,4,16,115,5487.0
2808,4,15,109,4940.0
2815,4,15,109,3983.0
2817,4,15,109,5051.0
2823,5,17,125,5840.0
2829,2,8,51,1961.0
2831,2,8,48,545.0
2833,5,19,145,1963.0
2834,2,8,48,496.0
2846,2,8,48,534.0
2854,3,14,103,3354.0
2856,4,15,109,5376.0
2858,4,15,109,4940.0
2859,2,8,48,554.0
2868,4,15,109,3765.0
2870,5,21,163,8515.0
2872,5,17,125,5954.0
2876,3,11,69,2286.0
2878,5,21,159,7444.0
2881,3,13,93,2690.0
2893,3,11,73,2431.0
2896,1,4,22,106.0
2897,4,15,109,1434.0
2903,3,11,71,2410.0
2907,4,15,109,4819.0
2909,3,12,89,2617.0
2923,4,15,109,4451.0
2928,5,21,163,1346.0
2929,2,8,48,447.0
2930,5,21,163,7981.0
2931,2,8,48,554.0
2933,3,14,106,3551.0
2937,2,9,57,2242.0
2938,4,15,109,3687.0
2939,4,16,115,5639.0
2940,2,8,51,1806.0
2949,4,15,109,4316.0
2957,3,14,101,3282.0
2958,4,15,109,3915.0
2960,3,13,93,2745.0
2962,4,15,109,4940.0
2964,4,16,115,5487.0
2966,5,21,163,8703.0
2967,4,15,109,4320.0
2970,4,15,109,535.0
2973,4,15,109,535.0
2975,2,8,51,1552.0
2976,4,15,109,4395.0
2979,3,14,101,3013.0
2984,4,15,109,1108.0
2985,4,15,109,1434.0
2988,5,21,162,7890.0
2990,2,8,48,545.0
2993,3,12,77,2506.0
2996,2,8,48,533.0
2997,4,15,109,3687.0
2998,4,15,109,4737.0
2999,5,21,163,426.0
3000,4,15,109,4382.0
3003,4,15,109,4940.0
3004,5,17,135,583.0
3010,2,8,48,554.0
3011,4,15,109,3687.0
3012,5,21,163,426.0
3018,4,15,109,4037.0
3020,4,15,109,3915.0
3025,2,8,51,1552.0
3027,3,14,107,3588.0
3033,5,21,160,968.0
3034,4,15,109,3969.0
3035,5,21,163,8448.0
3038,4,15,109,4924.0
3040,1,4,22,136.0
3042,5,21,163,8515.0
3043,4,15,109,4940.0
3048,4,15,109,1434.0
3049,3,11,69,2282.0
3056,4,15,109,5245.0
3061,5,21,163,426.0
3062,4,15,109,4940.0
3064,3,14,106,3551.0
3067,2,8,51,1831.0
3070,4,15,109,1434.0
3071,5,19,141,6434.0
3074,3,14,106,3551.0
3077,3,13,91,2648.0
3080,4,15,109,4909.0
3082,4,15,109,532.0
3088,2,8,51,652.0
3089,4,15,109,3687.0
3093,2,8,51,1646.0
3100,3,13,93,2708.0
3101,4,15,109,5215.0
3106,4,15,109,3755.0
3107,3,14,101,3225.0
3108,3,14,101,3048.0
3111,5,21,163,426.0
3117,2,8,48,26.0
3127,4,15,109,5011.0
3134,3,14,101,3106.0
3136,4,15,109,3828.0
3142,5,21,163,426.0
3143,5,21,163,8635.0
3146,3,13,91,2654.0
3147,3,13,93,2905.0
3148,4,15,109,5278.0
3150,5,21,163,426.0
3158,5,21,163,8712.0
3159,5,17,127,6061.0
3161,3,12,87,2584.0
3163,4,15,109,5216.0
3164,3,14,101,3209.0
3165,5,21,158,7195.0
3170,2,7,42,260.0
3174,3,13,93,2835.0
3181,4,16,115,5572.0
3182,2,8,48,480.0
3183,3,13,93,2787.0
3185,3,13,91,2648.0
3190,4,15,109,1434.0
3191,5,17,127,6062.0
3198,5,19,142,6512.0
3199,1,4,17,82.0
3200,5,20,148,6740.0
3202,2,8,51,769.0
3205,4,15,109,535.0
3208,3,12,77,2510.0
3218,5,17,121,5699.0
